@relation fot

@attribute feature0 numeric
@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute class {'a', 'b', 'c', 'd', 'e', 'f'}

@data
2.0140784,0.79404217,0.25750515,1.3862327,1.1457546,1.904193,-1.7728862,-0.8327461,-0.7212198,-0.23334241,2.0360756,-0.3890688,-0.07411259,-1.8766073,-0.26159447,-1.3629253,0.008594121,0.57506573,0.44195074,-0.2938996,-0.55218047,0.029046344,-0.7938644,0.47456816,-0.061837103,-0.06444084,-0.29494995,-0.1262328,-0.30539334,1.9319837,1.1394154,-1.8766073,-0.08794669,0.66040146,4.939431,2.0600703,0.3854455,0.055554535,0.12775567,-0.27714008,0.3626889,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,2.9840922,2.268327,-0.4592497,-2.1302319,b
-1.0428516,-3.6467335,2.5412736,-0.9857245,2.33193,-0.77690345,-1.7728862,1.3581612,-0.21014576,-0.6389635,-0.7912285,-0.1941662,-0.30702016,0.7640565,0.46250153,-0.6842936,-0.14888436,-1.1998329,0.3060131,-1.9474794,0.45329902,0.029046344,-0.27084592,-0.47592217,-1.0139872,-0.730394,0.13506085,-0.16099548,-0.13990659,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.022486698,0.64940256,0.105883874,-0.052730296,0.020432428,-0.16253175,-0.108036175,-0.56993586,-2.3370543,3.196882,-0.5481342,-0.47818673,-0.252305,-0.4592497,0.39624885,a
1.660137,0.79404217,-0.15671115,1.8071433,1.5578009,0.04126346,-1.4054234,-0.5588789,-0.62349707,0.03707998,0.9385451,-0.40163743,-0.2569113,-0.481544,-0.051379953,-1.4202352,0.12566765,1.4893956,2.7182524,2.8295355,1.8425205,0.029046344,0.2652162,-0.2977034,0.0134823,1.580124,3.8190331,0.069103405,1.3368213,-0.43868896,0.88771677,-0.481544,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.72936046,2.6735368,0.8761679,-0.27714008,0.7356814,-0.16253175,-0.108036175,-0.57759804,1.0104889,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,f
0.8762075,0.45870602,1.4114377,-0.32752314,-0.5321314,2.702536,-0.59172654,-0.2850117,-0.34428602,-0.7741772,-0.80454195,-0.39534715,-0.36323774,0.36546555,0.41020817,0.47898328,-0.13993865,0.57506573,2.4145763,0.33078548,1.5177243,0.029046344,-0.03847418,-0.47592217,-0.47939113,0.43380967,2.6704335,-0.070971064,0.48517033,-0.43868896,-0.1821244,0.36546555,-0.08794669,2.9053118,-0.41760838,-0.24554677,-0.15845963,0.21785206,-0.115184724,0.3960914,-0.15334731,-0.16253175,-0.108036175,-0.57759804,-1.6096421,0.2151347,-0.55591667,-0.48795122,-0.7133041,0.031730708,0.7050476,e
-1.0428516,-3.6467335,2.5412736,-0.9857245,2.33193,-0.77690345,-1.7728862,1.3581612,-0.21014576,-0.6389635,-0.7912285,-0.18787594,-0.30631986,0.7640565,0.34609592,-0.7389724,-0.1480028,-1.3610878,0.26015186,-1.5800692,0.16585438,0.029046344,-0.22559226,-0.00068305107,-0.83529073,-0.78650016,0.1173393,-0.15214013,-0.16919161,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.05211601,0.5894715,0.1346678,-0.052730296,0.051160574,-0.16253175,-0.108036175,-0.54877466,-2.3138547,2.5793962,-0.5266421,-0.45121333,0.37002796,-0.4592497,-0.22752215,c
2.0140784,0.79404217,-0.71886474,2.3784668,2.1170654,-0.29139268,-1.7728862,-0.8327461,-0.7212198,-0.23334241,0.10849937,-0.24445249,-0.30167636,-2.2752483,-0.23604204,-1.311734,-0.1032342,0.57506573,0.44195074,-0.2938996,-0.55218047,0.029046344,0.9176405,2.137914,1.3325233,0.06087089,0.2527147,-0.109342836,-0.10775243,1.6356409,1.8316638,-2.2752483,-0.08794669,-0.23755178,0.9712621,0.35221192,0.26693028,-0.047724452,0.14042458,-0.27714008,0.26521137,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,2.0515227,2.268327,-0.4592497,-2.1302319,a
0.2576485,0.25235403,0.44867885,0.3663157,0.19471711,-0.13786206,-0.119252436,0.53658986,0.16394693,-0.6389635,-0.59149665,-0.25388786,-0.22477314,0.5149385,-0.16923372,0.6359835,-0.15928261,0.57506573,0.4695198,0.27400303,0.48892066,0.029046344,-0.032885928,-0.00068305107,-0.31331065,0.21327198,0.3083545,-0.120790005,0.027777642,-0.14235613,-0.5597172,0.5149385,-0.08794669,-0.23755178,2.7569685,1.2061577,-0.24734856,-0.035737265,-0.21651614,-0.052730296,-0.2677922,-0.16253175,0.031243736,-0.42917857,-0.58860815,-0.26040006,-0.49562255,-0.4122865,-0.47132376,0.72688663,0.24552107,e
-0.79937863,0.10769445,-0.8979499,-0.9842336,-1.0449378,-0.10580599,0.973535,-0.2850117,-0.22487804,-0.23334241,-0.25144604,-0.34504893,-0.24469383,0.6145837,-0.2068361,-0.11254163,-0.15946293,-0.52211666,0.1458279,-0.2938996,-0.4217913,-0.70488256,-0.47008723,-0.47592217,0.08583262,-0.4365852,-0.19587034,-0.12249628,-0.22282584,-0.43868896,-0.49678007,0.6145837,0.19898038,-0.23755178,-0.21919549,-0.1601489,-0.24100363,-0.32159594,-0.21420546,-0.27714008,-0.2571901,-0.16253175,1.0062732,-0.4062823,-0.06303234,-0.42287737,-0.45442352,-0.36057907,-0.2633208,0.5390847,0.095661834,d
-0.9728918,-2.8735635,-0.9851538,-0.90254307,-1.0951072,-0.6282159,1.2243378,0.39965627,2.2746725,-0.6389635,-0.7960214,-0.3261901,0.42858118,0.7640565,0.17247798,1.7613769,-0.15810053,0.57506573,-0.11918171,0.018441966,-0.60903156,2.2308054,0.90169716,0.47456816,-0.0063225003,0.41412085,0.10256893,-0.07677457,-0.28363842,-0.43868896,-0.68557143,0.7640565,-0.08794669,0.2114303,-0.41760838,-0.24554677,-0.28544807,0.1320922,-0.23033044,-0.27714008,-0.28050277,-0.16253175,-0.108036175,-0.57759804,-1.81348,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,f
-0.5683346,0.79404217,-0.2787987,-0.42151833,-0.624153,-0.4489711,0.73370147,4.6445675,0.19070472,-0.6389635,-0.79360986,0.31196108,-0.19341065,0.7640565,-0.24679343,1.9954088,-0.16137628,0.17366202,0.25784716,-0.7509946,-0.332084,0.029046344,-0.0380367,-0.00068305107,-0.46105352,0.039568897,0.17400976,-0.1277015,-0.21354786,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.36375546,-0.48205173,-0.3143815,0.9571264,-0.35891443,-0.16253175,-0.108036175,-0.57759804,1.0104889,-0.5368387,-0.55591667,-0.48795122,-0.84072185,0.60280055,0.6545101,c
1.7689791,0.79404217,-0.6983833,2.0662043,1.8114233,-0.24533756,-1.5185126,-0.5588789,-0.6535711,-0.23334241,-0.023384148,-0.40163743,-0.38347092,-1.6773369,-0.24016874,-0.8446693,-0.114313655,0.57506573,0.9084168,-0.2938996,-0.15173976,0.029046344,-0.72261447,0.7121833,0.41425085,0.21327198,-0.041520286,-0.034063663,0.010680973,2.327074,0.6359883,-1.6773369,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.3304195,0.20401728,0.0034054904,-0.16493312,0.3361986,-0.16253175,-0.108036175,1.549698,1.0104889,-0.48718676,1.6045042,2.096512,1.3652947,-0.3349844,-1.2639028,f
0.4210447,0.79404217,0.8788296,0.75486666,0.52757204,3.3013444,-1.7728862,-0.69581246,-0.5013409,-0.36854613,1.3258911,-0.3639197,0.13480178,-1.9762425,0.43655294,-1.7245278,3.4389944,0.57506573,-0.58640313,-1.8556026,-1.1239158,2.6712193,4.538073,3.8013089,4.9612627,1.4062366,1.7687315,1.1270053,2.385542,4.9941597,-0.68557143,-1.9762425,-0.08794669,-0.23755178,-0.02078555,-0.074757636,3.1695197,2.48173,2.980941,-0.27714008,3.1770456,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,3.3332129,2.268327,-0.4592497,-2.1302319,f
0.041741073,0.74933064,-0.77212656,0.23171006,0.0153823765,-0.73051184,0.27448115,-0.42194533,-0.17675534,-0.36854613,-0.53257585,-0.34504893,-0.26711407,0.7640565,-0.253022,1.365103,-0.16077523,0.57506573,0.46284783,0.48695675,-0.038874276,0.029046344,-0.26006547,-0.47592217,-0.30545455,-0.4365852,0.13673718,-0.12249628,-0.18206427,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.34575987,-0.45346186,-0.29249975,-0.27714008,-0.3409078,-0.16253175,-0.108036175,-0.49869975,0.9662216,-0.4318751,-0.55591667,-0.48795122,-0.84072185,-0.19653015,0.9040144,c
-0.4514213,-1.1100916,2.742783,-1.061421,-0.7168326,2.8390598,-0.4808909,-0.2850117,0.48463765,-0.36854613,-0.41559836,-0.3261901,0.2783085,0.6644113,1.4962641,-0.81376076,-0.1604747,0.57506573,-1.2713687,-0.2938996,-0.33515543,-0.85167396,-1.1130244,-0.47592217,-0.4763148,-0.32231793,-0.9404008,-0.12249628,-0.26838034,-0.24113375,-0.68557143,0.6644113,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.40502247,-0.58163655,-0.35697976,-0.27714008,-0.40448055,0.50438297,-0.108036175,-0.24447404,-0.5821639,3.4518676,-0.55591667,-0.48795122,-0.25344947,3.489719,-0.8352643,f
-0.33356693,-0.19429158,-0.004105512,-0.3417679,-0.54607195,-0.4489711,0.66407806,-0.2850117,0.15830609,-0.5037598,-0.5802832,-0.37963343,-0.18956442,0.2159927,0.020868987,1.4501499,-0.15484482,3.318017,2.5331995,4.078886,2.7979622,0.029046344,0.3272619,-0.1194846,-0.068395555,1.0784811,1.7772166,-0.005019393,0.6524599,-0.43868896,0.006673966,0.2159927,-0.016215425,3.3542938,-0.41760838,-0.24554677,-0.2208997,0.6383387,-0.17276256,3.76228,-0.21693003,-0.16253175,-0.03839872,-0.57759804,-2.354305,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,b
0.45493516,0.044908687,0.28394577,0.7145626,0.52757204,-0.62263876,-0.22479892,0.6735235,-0.042864036,0.17228867,-0.4613464,-0.024406748,-0.09383722,0.6644113,-0.07998394,-0.2875099,-0.15572636,0.57506573,0.3945885,0.7472325,0.7898867,0.029046344,-0.31747365,-0.47592217,-0.35281163,0.21327198,0.09052623,-0.09944427,0.09157919,-0.24113375,-0.68557143,0.6644113,0.41417915,-0.23755178,0.17762043,0.010636268,-0.121429235,0.458526,-0.07949464,-0.27714008,-0.13003466,0.17093046,0.44909346,-0.025951663,0.05489626,0.021580774,-0.02002563,0.1692858,-0.21891007,-0.37938336,0.3378393,a
2.0140784,0.79404217,-0.3638193,2.4386113,2.1759734,-0.42446002,-1.7728862,-0.8327461,-0.7212198,-0.6389635,-0.15357962,-0.4487905,-0.4135944,-1.3285135,-0.23730755,-1.045478,-0.1129713,0.57506573,0.44195074,-0.2938996,-0.55218047,1.4969481,0.512924,1.4250585,0.9834478,0.21327198,0.41791642,-0.07493546,-0.04657597,1.4381456,0.76185256,-1.3285135,-0.08794669,-0.23755178,0.17762043,0.010636268,0.48915258,0.14592697,0.14272532,-0.27714008,0.4919727,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,2.4530973,2.268327,-0.4592497,-2.1302319,a
2.0140784,0.79404217,-0.053158067,1.7019668,1.4547894,1.2055666,-1.7728862,-0.8327461,-0.7212198,-0.5037598,0.5269838,-0.41421795,-0.2960848,-1.7271545,-0.15938471,-1.707294,1.4334737,0.57506573,0.44195074,-0.2938996,-0.55218047,2.781323,3.1427777,9.504152,7.114076,0.9274025,1.5287673,0.26250654,1.278889,4.500222,-0.68557143,-1.7271545,-0.08794669,-0.23755178,0.37603334,0.09603151,3.0943797,2.4162278,2.7322438,-0.27714008,3.099703,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,3.3332129,2.268327,-0.4592497,-2.1302319,b
-0.13693397,0.007638246,-0.54990524,0.03373093,-0.178448,-0.25188336,0.25849018,0.39965627,0.22974633,-0.36854613,-0.6540849,-0.3104764,-0.21157524,0.6644113,-0.20844276,0.50857633,-0.16087541,-1.3450108,-1.277082,-0.2938996,-0.049697284,-0.85167396,0.28474632,-0.47592217,-0.48368993,-0.6676753,-0.8017514,-0.12249628,-0.19880642,-0.43868896,-0.5597172,0.6644113,-0.08794669,-0.23755178,-0.02078555,-0.074757636,-0.37327787,-0.5558176,-0.33049655,-0.27714008,-0.37057576,-0.16253175,-0.108036175,-0.53317946,-0.50988865,-0.4186625,-0.5108164,-0.43134138,-0.10375685,0.28025836,0.016518561,c
-1.0146794,-1.1764857,-0.8470817,-1.0457671,-0.22795936,-0.47620448,0.39115134,-0.011146539,0.0062888092,-0.5037598,-0.37349772,-0.36077458,-0.16373965,0.4152932,-0.10671718,-0.46279424,-0.1535826,0.57506573,0.24675952,0.15231238,0.017195428,0.029046344,-0.009659767,-0.1194846,0.17387812,0.21327198,0.16865997,-0.086560816,-0.054495238,0.2527643,-0.68557143,0.4152932,0.1272441,-0.23755178,-0.41760838,-0.24554677,-0.085449,0.3451064,-0.027682554,-0.27714008,-0.08341233,-0.16253175,0.100886196,-0.49255195,-1.4116536,-0.45197305,-0.4803384,-0.39310047,0.27281687,-0.31764898,-0.1742894,f
0.07472413,0.5899237,-0.4988968,0.34308496,0.124418385,-0.5257058,0.09644747,-0.42194533,-0.20498016,-0.5037598,-0.484979,-0.39534715,-0.28530023,-0.18259825,-0.1265803,0.1949836,-0.14633988,0.57506573,0.08967398,0.48695675,-0.06477442,3.3317406,1.7674875,1.662644,0.7030329,0.28678808,0.5130639,-0.11853297,-0.062118795,-0.43868896,0.51012397,-0.18259825,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.13518824,-0.0763114,-0.11979613,-0.27714008,-0.13003466,-0.16253175,-0.108036175,-0.5359575,0.9871308,-0.5368387,-0.51363456,-0.43488201,-0.79754764,-0.4592497,0.9427439,c
-0.5280098,0.3945047,-0.5092327,-0.41388026,-0.49830824,-0.62263876,0.68999904,-0.2850117,-0.22532229,2.3356676,1.2566612,1.6291143,0.4442786,0.6644113,-0.118051805,0.62154394,-0.15925255,0.57506573,0.40955928,0.95548034,0.11827175,0.029046344,-0.0018853154,-0.30482897,0.15995958,0.21327198,0.28216434,-0.090396695,0.15211916,-0.24113375,-0.68557143,0.6644113,0.055516843,-0.23755178,-0.21919549,-0.1601489,-0.26851162,-0.26073474,-0.22571902,-0.27714008,-0.266733,-0.16253175,0.031243736,-0.57759804,0.025679518,-0.30984274,-0.55591667,-0.48795122,-0.6132317,-0.29691818,0.707336,f
1.6782433,0.78460824,2.3460736,2.078458,1.8271526,-0.48618633,-1.4375287,-0.14807814,-0.6452855,-0.23334241,-0.038456984,-0.3387706,-0.3545002,0.2159927,-0.24356912,-1.3073491,-0.16031443,-1.7107155,-0.03507236,-0.2938996,-0.52431387,-1.0719011,-1.140809,-0.47592217,-0.42412785,-0.7961156,-0.4478896,-0.12249628,-0.30060044,0.6478748,-0.68557143,0.2159927,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.41984063,-0.64618903,-0.37310472,-0.27714008,-0.41507265,-0.16253175,-0.108036175,2.0695024,1.0029838,2.984942,1.9797884,-0.48795122,1.7518706,0.07497265,-1.7793472,f
1.2176077,0.79404217,-0.51915795,1.2283657,0.99113435,0.15769817,-0.9460898,-0.5588789,-0.55631316,0.30750236,1.7132372,-0.25074276,-0.047999095,-1.4780664,-0.1892399,0.54398197,-0.13918732,0.57506573,1.7331451,-0.2938996,0.7991834,0.029046344,-0.75517803,-0.9036354,-0.7881741,0.21327198,0.18598208,-0.15954839,-0.31170323,-0.33991137,2.083472,-1.4780664,-0.08794669,-0.23755178,-0.02078555,0.09603151,-0.22301802,-0.2681172,-0.17045188,0.28389484,-0.22010766,-0.16253175,-0.108036175,-0.49431705,1.0104889,-0.48144734,-0.51363456,-0.43488201,-0.79754764,-0.32059634,0.899458,f
-0.17533661,-0.00042695503,-0.60279644,0.006905791,-0.20471492,-0.28832373,0.29629633,0.39965627,0.23949897,-0.36854613,-0.6501663,-0.3104764,-0.2073627,0.6644113,-0.20697916,0.56007355,-0.1609255,-1.0707321,-1.2020345,-0.2938996,-0.0467294,-0.85167396,0.21094015,-0.47592217,-0.47192582,-0.6676753,-0.7741022,-0.12249628,-0.19522274,-0.43868896,-0.5597172,0.6644113,-0.08794669,-0.23755178,-0.02078555,-0.074757636,-0.3764553,-0.5622797,-0.3339526,-0.27714008,-0.3737534,-0.16253175,-0.108036175,-0.5314746,-0.49071434,-0.47547877,-0.50908136,-0.42916253,-0.09932702,0.15510687,0.051143236,c
-0.8287578,0.79404217,-0.037709333,-0.74164325,-0.9375673,-0.8670255,1.1781348,-0.2850117,0.096352994,-0.7741772,-0.80454195,-0.37019804,-0.19386315,0.4152932,-0.17164372,-0.5283538,-0.16049474,-0.52211666,-0.9133196,-0.2938996,-0.4557066,0.029046344,-0.03847418,-0.47592217,-0.47939113,-0.5008479,-0.61132187,-0.12249628,-0.28848627,0.05520509,-0.5597172,0.4152932,-0.08794669,-0.23755178,0.17762043,0.010636268,-0.37433702,-0.60008293,-0.32935116,-0.27714008,-0.3726942,-0.16253175,-0.108036175,-0.25886568,1.0104889,0.40401733,-0.23221157,-0.08171811,-0.510196,-0.4592497,0.6547237,c
-0.9596139,0.01160965,-0.86088294,-1.1393334,-1.0796863,-0.051880624,0.98320776,-0.5588789,-0.1935022,-0.5037598,-0.41718593,-0.43307677,-0.29783013,0.31563792,-0.22027259,0.5448691,-0.15232038,0.57506573,-0.53738505,0.7472325,-0.5115692,2.781323,2.3754158,1.662644,1.128906,1.4629923,0.2605479,-0.06124421,-0.08102765,-0.43868896,-0.1191873,0.31563792,0.2707166,-0.23755178,-0.21919549,-0.074757636,-0.17645524,-0.23399536,-0.13821188,-0.27714008,-0.17983761,0.17093046,0.2401711,-0.3004661,-0.43155572,-0.5368387,-0.30004755,-0.16685277,0.30884823,-0.2914716,-0.21858221,f
-0.9444435,0.123390384,-0.77212656,-0.92283297,-0.770559,-0.5907865,0.9202112,0.12578906,-0.049012132,-0.09812873,-0.16961604,-0.1344326,-0.14797764,0.7640565,-0.19275035,-0.3411282,-0.15761968,-0.4535373,-0.10175132,-0.2938996,-0.335026,-0.91457886,-0.34796602,-0.47592217,-0.1484627,-0.7373687,-0.39497125,-0.12249628,-0.25179207,-0.43868896,-0.68557143,0.7640565,0.1272441,-0.23755178,-0.41760838,-0.24554677,-0.1637554,-0.03665958,-0.10828255,-0.27714008,-0.16182101,-0.16253175,0.100886196,-0.41165787,-0.18145765,-0.43380818,-0.44356215,-0.34695116,-0.117949694,-0.12770627,0.1580847,f
-0.9547855,-0.8597317,-0.8580586,-0.92406857,-0.8632797,-0.41387662,0.93309456,0.6735235,0.16330639,-0.6389635,-0.63169825,-0.27589187,-0.16284543,0.7640565,-0.16343436,0.66789144,-0.1589921,0.57506573,0.22117558,-0.2938996,0.08901068,0.029046344,-0.010874514,-0.00068305107,-0.10516393,0.21327198,0.14442554,-0.09722828,-0.0818686,-0.43868896,-0.68557143,0.7640565,0.19898038,-0.23755178,-0.41760838,-0.24554677,-0.2462894,-0.08184432,-0.21766151,-0.052730296,-0.25930852,1.5047208,0.379456,-0.55341804,-1.2417225,-0.5368387,-0.53136575,-0.45713454,-0.3643333,0.02381178,0.35774308,a
-0.6073909,0.14036116,-0.6076339,-0.5638642,-0.48182842,-0.35961378,0.57152814,-0.42194533,-0.23135571,0.98354095,0.5413321,0.041608766,0.040258627,0.4152932,-0.1305419,-0.083958104,-0.1561972,0.57506573,0.2673758,0.48695675,-0.22237116,0.029046344,-0.13126586,0.56961226,0.38364813,0.21327198,0.13474007,-0.07069676,0.0018434695,-0.24113375,-0.3709158,0.4152932,0.19898038,-0.23755178,-0.21919549,-0.1601489,-0.1595188,-0.08737725,-0.11864079,-0.27714008,-0.1607618,-0.16253175,0.2401711,-0.5470095,-0.44871742,-0.33333847,-0.5248469,-0.44896385,0.03172148,-0.35738802,0.07976321,f
0.95206964,0.79404217,0.25750515,0.12347006,-0.090590015,1.904193,-0.67047745,-0.5588789,-0.42804104,-0.09812873,1.5389062,-0.34504893,0.11739135,-1.1790607,-0.08294525,-1.2917469,0.30851868,0.57506573,1.6905376,-0.2938996,0.30542263,0.6581232,-0.24252576,0.33878663,-0.17947628,0.21327198,0.27666968,-0.10093349,-0.17052175,-0.33991137,1.7058096,-1.1790607,-0.08794669,0.2114303,0.37603334,0.26682067,0.37380484,0.9850694,0.44554427,-0.27714008,0.37540942,-0.16253175,-0.108036175,-0.48909196,1.0104889,-0.5368387,-0.46603706,-0.3751552,-0.74894714,-0.4592497,0.8940371,f
-0.09436072,0.034622192,-0.43692163,0.10489567,-0.10877126,-0.27378428,0.20500177,0.39965627,0.1992693,-0.23334241,-0.6492318,-0.3104764,-0.21773784,0.7142289,-0.21232735,0.4542646,-0.16084535,-1.3450108,-1.3246282,-0.2938996,-0.045409035,-1.0719011,0.36939356,-0.47592217,-0.49199694,-0.6676753,-0.8184733,-0.12249628,-0.20090605,-0.43868896,-0.6226443,0.7142289,-0.08794669,-0.23755178,-0.02078555,-0.074757636,-0.37539616,-0.5613495,-0.33049655,-0.27714008,-0.3726942,-0.16253175,-0.108036175,-0.51425475,-0.50602204,-0.42448163,-0.4915909,-0.43413556,-0.07440141,0.31410274,-0.023473125,f
-1.1720096,-0.9065441,1.5064838,-1.1393334,-1.1944177,1.0773015,0.6400917,0.39965627,0.5240305,-0.7741772,-1.2655591,-0.34819406,-0.23146364,0.7640565,-0.110733815,0.68194354,-0.16101564,-0.52211666,-0.8418163,-0.2938996,0.14410718,0.029046344,-0.8088075,-0.47592217,-0.4397298,-0.3478207,-0.5872737,-0.12249628,-0.14833812,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.38808602,-0.49495637,-0.3420101,-0.27714008,-0.3832863,-0.16253175,-0.108036175,-0.57759804,-1.2960528,1.4575194,-0.55591667,-0.48795122,-0.6652146,2.6001465,-0.14487612,d
-1.1340579,-2.7827945,-0.1862966,-1.0941994,-1.1944177,-0.69058454,1.33753,0.26272267,1.2158282,-0.6389635,-0.6356069,-0.33248034,0.19076078,-0.88013494,1.5011061,-1.1522455,-0.14767222,0.27029878,0.20872253,0.053143766,0.07299093,0.029046344,0.053361714,-0.00068305107,-0.08375905,0.12070601,0.1336639,-0.10877048,-0.12360415,2.425922,-0.4338529,-0.88013494,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.113492936,2.7491238,0.20029318,0.3960914,0.11155566,-0.16253175,-0.108036175,-0.57759804,-2.333386,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,c
1.7689791,0.79404217,-0.6983833,2.0662043,1.8114233,-0.24533756,-1.5185126,-0.5588789,-0.6535711,-0.09812873,0.047634304,-0.40163743,-0.38347092,-1.6275194,-0.25165743,-0.8185842,-0.114914715,0.57506573,0.8907928,-0.2938996,-0.14379638,0.029046344,-0.77924466,0.54246384,0.34786478,0.21327198,-0.039075118,-0.040380128,-0.01802967,2.0307314,0.76185256,-1.6275194,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.35898668,0.23352754,-4.828298e-05,-0.16493312,0.3648073,-0.16253175,-0.108036175,1.5513027,1.0104889,-0.486569,1.6062092,1.9685043,1.3670319,-0.33341116,-1.2660387,c
-0.31421265,-1.5532289,-0.1248522,-0.8479023,-0.7562998,0.721942,0.38957694,-0.14807814,0.022995288,-0.6389635,-0.6828018,-0.37963343,-0.21071333,-0.8303173,-0.125854,1.1967427,-0.1574494,0.57506573,0.2306267,0.22668104,0.48917955,0.029046344,-0.07282714,-0.47592217,-0.35841313,0.24532346,0.23988348,-0.086215235,-0.0073962626,-0.33991137,1.2652696,-0.8303173,-0.08794669,2.9053118,-0.41760838,-0.24554677,-0.20819986,0.032500517,-0.21996224,2.303558,-0.20315027,-0.16253175,-0.108036175,-0.57759804,-2.0307024,-0.15331404,-0.55591667,-0.48795122,-0.7211419,-0.4592497,0.86616975,e
-0.45257723,0.339727,-0.14335062,-0.650497,-0.84833175,-0.07892233,0.7876118,-0.42194533,-0.068669304,-0.5037598,-0.48636562,-0.3890688,-0.24090146,-0.481544,-0.16420467,0.7539989,-0.15526555,0.57506573,0.33962473,0.48695675,0.19656882,0.029046344,-0.06423107,0.23694308,-0.1101742,0.21327198,0.29877248,-0.103781246,-0.0773945,-0.43868896,0.88771677,-0.481544,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.2325404,-0.15837903,-0.19347903,0.3960914,-0.22752215,-0.16253175,-0.108036175,-0.57759804,0.28400877,-0.4915212,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,f
2.0140784,0.79404217,-0.23955841,1.8913867,1.6402514,0.7864212,-1.7728862,-0.8327461,-0.7212198,-0.09812873,1.3258911,-0.25074276,0.09301674,-1.7271545,-0.31127983,-1.5302659,0.15707278,0.57506573,0.44195074,-0.2938996,-0.55218047,0.6581232,0.5689076,4.615958,2.8577502,-0.036668915,-0.5109177,0.03920577,0.009467029,4.401474,-0.6226443,-1.7271545,-0.08794669,-0.23755178,2.9554012,1.2061577,1.9187196,1.3916919,1.1974325,-0.27714008,1.9086891,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,2.1239493,2.268327,-0.4592497,-2.1302319,f
-0.9873155,0.11366074,-0.8230648,-0.97460437,-0.816246,-0.58645326,0.95924187,0.12578906,-0.039270844,-0.09812873,-0.16904332,-0.1344326,-0.14298937,0.7640565,-0.19122072,-0.4347104,-0.15706871,-0.4535373,-0.08547328,-0.2938996,-0.3409335,-0.91457886,-0.33332604,-0.47592217,-0.15797219,-0.7373687,-0.378984,-0.12249628,-0.2590034,-0.43868896,-0.68557143,0.7640565,0.1272441,-0.23755178,-0.41760838,-0.24554677,-0.13412908,0.04264405,-0.07719292,-0.27714008,-0.13215308,-0.16253175,0.100886196,-0.39528048,-0.09215956,-0.4155636,-0.43248013,-0.33304077,-0.15798579,-0.08825105,0.18590122,f
